CaseID$,CNTYNAME,STATE,FIPST,FIPCNT,ADVCHBD,SEVADV,ALLOTHER,AMERBAPA,ARMENIAN,ASSEMBGD,CPRIMBAP,FREEWBAP,GENBAP,NEGROBAP,NBAPT,PRIMBAP,REGBAP,SOUTHBAP,UNITBAP,UNBAPAM,DUNKCON,DUNKPROG,BUDDHIST,CHCHRIST,CHCHRSCI,CHGOD,CHGODCH,CHGODNA,NAZARENE,CHBRETH,CONGREG,DISCIPLE,EASTORTH,RUSSORTH,EVANREF,EVANCHR,EVANCONG,EVANAUG,EVANUNIT,FEDERATE,FRIENFOU,FRIENORT,GRKORTHH,JEWISH,CJCLDS,LDSREORG,LUTHAMER,LUTHAUG,LUTHSOUM,LUTHFREE,LUTHWISC,LUTHNORW,LUTHMO,LUTHUNDA,LUTHUNIT,LUTHUNAM,MENNON,AME,AMEZION,COLMETH,METHEPIS,METHEPS,METHPROT,POLISH,CUMBPRES,PRESBUS,PRESBUSA,UNITPRES,PROTEPIS,CHRREF,REFAMER,CATHOLIC,SALVARMY,SCANDEV,UNITAR,UNTBRCHR,UNIVER,REFEPISC
1,AUTAUGA,ALABAMA,1,1,0,0,258,0,0,0,23,0,0,3304,0,0,0,2323,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2603,415,0,148,769,155,0,0,306,0,0,21,0,0,0,0,0,0,0,0,0
2,BALDWIN,ALABAMA,1,2,0,0,1081,0,0,0,0,0,0,3026,0,0,0,1629,0,0,0,0,0,181,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,761,0,12,1156,0,0,0,536,0,0,316,0,0,1103,0,0,0,0,0,0
3,BARBOUR,ALABAMA,1,3,0,0,170,0,0,0,0,318,0,7862,0,52,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3113,0,0,0,1020,0,0,0,502,0,0,0,0,0,59,0,0,0,0,0,0
4,BIBB,ALABAMA,1,4,0,0,246,0,0,0,21,33,0,3906,0,0,0,3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,371,27,0,1137,0,0,0,100,100,0,3,0,0,32,0,0,0,0,0,0
5,BLOUNT,ALABAMA,1,5,0,0,688,0,0,0,0,0,0,457,0,211,0,3771,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BULLOCK,ALABAMA,1,6,0,0,30,0,0,0,0,0,0,7962,0,0,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2233,709,937,99,723,0,0,0,202,0,0,20,0,0,0,0,0,0,0,0,0
7,BUTLER,ALABAMA,1,7,0,0,758,0,0,0,0,0,0,5655,0,127,0,3641,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,3035,0,0,1581,68,0,0,69,0,0,69,0,0,22,0,0,0,0,0,0
8,CALHOUN/BENTON,ALABAMA,1,8,0,0,1308,0,0,0,0,0,0,6572,0,34,0,6579,0,0,0,0,0,315,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,667,186,2272,430,4496,0,0,0,817,80,0,647,0,0,130,0,0,0,0,0,0
9,CHAMBERS,ALABAMA,1,9,0,0,871,0,0,0,0,0,0,7900,0,293,0,3076,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,2001,241,2817,0,0,0,88,0,0,0,0,0,20,0,0,0,0,0,0
10,CHEROKEE,ALABAMA,1,10,0,0,305,0,0,0,0,0,0,827,0,0,0,2230,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,275,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CHILTON/BAKER,ALABAMA,1,11,0,0,720,0,0,0,0,0,0,4299,0,82,0,5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,39,0,380,162,392,0,0,17,14,0,0,0,0,0,0,0,0,0,0,0
12,CHOCTAW,ALABAMA,1,12,0,0,128,0,0,0,150,0,0,4404,0,0,0,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1815,2600,365,1167,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,CLARKE,ALABAMA,1,13,0,0,268,0,0,0,0,0,0,7791,0,22,0,2327,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,696,3250,0,1317,341,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
14,CLAY,ALABAMA,1,14,0,0,474,0,0,0,0,0,0,662,0,88,0,3361,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,1065,188,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
15,CLEBURNE,ALABAMA,1,15,0,0,197,0,0,0,0,0,0,576,0,88,0,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,COFFEE,ALABAMA,1,16,0,0,485,0,0,0,0,0,0,3051,0,0,0,3404,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,103,1797,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
17,COLBERT,ALABAMA,1,17,0,0,621,0,0,0,128,61,0,3060,0,0,0,1048,0,0,0,0,0,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,0,1060,142,1445,0,0,0,267,200,0,96,0,0,262,0,0,0,0,0,0
18,CONECUH,ALABAMA,1,18,0,0,193,0,0,0,0,0,0,4689,0,135,0,1582,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,1255,0,7,2049,0,0,0,41,0,0,12,0,0,0,0,0,0,0,0,0
19,COOSA,ALABAMA,1,19,0,0,71,0,0,0,0,0,0,2082,0,132,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,290,145,1442,70,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0
20,COVINGTON,ALABAMA,1,20,0,0,1033,0,0,0,0,0,0,2861,0,131,0,5547,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,410,0,60,1829,0,0,0,181,0,0,14,0,0,9,0,0,0,0,0,0
21,CRENSHAW,ALABAMA,1,21,0,0,383,0,0,0,0,0,0,2993,0,224,0,1220,0,0,0,0,0,618,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,382,872,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,CULLMAN,ALABAMA,1,22,0,0,1554,0,0,0,0,0,0,398,0,205,0,7512,0,0,0,0,0,454,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,2019,175,0,0,0,0,0,0,0,0,802,0,0,0,0,0,0
23,DALE,ALABAMA,1,23,0,0,298,0,0,0,0,259,0,2640,0,109,0,2397,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,286,0,0,2009,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0
24,DALLAS,ALABAMA,1,24,0,0,1265,0,0,0,1410,0,0,21656,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,3121,570,2000,0,1315,251,0,0,1060,0,0,534,0,0,176,0,0,0,0,0,0
25,DE KALB,ALABAMA,1,25,0,0,2579,0,0,0,0,0,0,408,0,322,0,5139,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,1789,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
26,ELMORE,ALABAMA,1,26,0,0,494,0,0,0,0,0,0,5232,0,325,0,2696,0,0,0,0,0,50,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,724,2509,102,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
27,ESCAMBIA,ALABAMA,1,27,0,0,1181,0,0,0,100,0,0,3441,0,197,0,1865,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,362,300,169,1495,0,0,0,177,0,0,177,0,0,57,0,0,0,0,0,0
28,ETOWAH,ALABAMA,1,28,0,0,1305,0,0,0,0,0,0,3635,0,224,0,6586,0,0,0,0,0,416,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,636,10,648,640,5252,0,0,0,660,0,0,215,0,0,0,0,0,0,0,0,0
29,FAYETTE,ALABAMA,1,29,0,0,302,0,0,0,0,452,0,1281,0,27,0,2851,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,250,462,0,1857,0,0,0,22,0,0,0,0,0,259,0,0,0,0,0,0
30,FRANKLIN,ALABAMA,1,30,0,0,2825,0,0,0,0,702,0,809,0,51,0,1324,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,0,834,0,0,0,50,69,0,0,0,0,0,0,0,0,0,0,0
31,GENEVA,ALABAMA,1,31,0,0,372,0,0,0,0,62,0,1022,0,0,0,3375,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,92,171,2686,60,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0
32,GREENE,ALABAMA,1,32,0,0,261,0,0,0,1174,0,0,3052,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,1380,382,314,0,0,0,44,0,0,160,0,0,0,0,0,0,0,0,0
33,HALE,ALABAMA,1,33,0,0,65,0,0,0,160,0,0,6746,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114,4116,2046,37,1031,0,0,0,277,0,0,151,0,0,0,0,0,0,0,0,0
34,HENRY,ALABAMA,1,34,0,0,184,0,0,0,0,490,0,3666,0,155,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,0,21,730,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
35,HOUSTON,ALABAMA,1,35,0,0,451,0,0,0,0,1899,0,5639,0,35,0,5743,0,0,0,0,0,105,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,27,0,105,2201,0,0,0,379,0,0,0,0,0,44,0,0,0,0,0,0
36,JACKSON,ALABAMA,1,36,0,0,1624,0,0,0,110,0,0,786,0,223,0,4072,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,431,1784,0,0,0,0,81,0,129,0,0,9,0,0,0,0,0,0
37,JEFFERSON,ALABAMA,1,37,0,0,8079,0,0,0,1169,217,0,61644,0,533,0,28726,0,0,0,0,0,1519,0,0,0,0,0,0,0,1965,0,0,0,0,0,0,0,0,0,0,0,5405,0,0,0,0,0,0,0,0,0,0,0,0,0,11144,5760,5057,1471,35021,991,0,0,5171,4456,0,4111,0,0,12171,0,0,0,0,0,0
38,LAMAR/SANFORD,ALABAMA,1,38,0,0,367,0,0,0,0,791,0,1633,0,42,0,1111,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,LAUDERDALE,ALABAMA,1,39,0,0,1128,0,0,0,225,574,0,2345,0,219,0,1551,0,0,0,0,0,1883,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,0,348,171,3786,0,0,0,442,114,0,169,0,0,425,0,0,0,0,0,0
40,LAWRENCE,ALABAMA,1,40,0,0,553,0,0,0,290,303,0,2584,0,0,0,1585,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,71,844,0,0,0,78,116,0,0,0,0,0,0,0,0,0,0,0
41,LEE,ALABAMA,1,41,0,0,91,0,0,0,0,0,0,7763,0,52,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,1339,2734,64,1700,399,0,0,246,0,0,94,0,0,87,0,0,0,0,0,0
42,LIMESTONE,ALABAMA,1,42,0,0,1590,0,0,0,484,16,0,634,0,61,0,1615,0,0,0,0,0,1552,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,943,93,962,0,0,0,0,358,0,21,0,0,6,0,0,0,0,0,0
43,LOWNDES,ALABAMA,1,43,0,0,120,0,0,0,125,0,0,7922,0,10,0,307,0,0,0,0,0,130,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1140,1583,0,504,76,0,0,86,0,0,48,0,0,0,0,0,0,0,0,0
44,MACON,ALABAMA,1,44,0,0,0,0,0,0,0,0,0,3397,0,0,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,3272,78,0,1507,189,0,0,175,0,0,88,0,0,0,0,0,0,0,0,0
45,MADISON,ALABAMA,1,45,0,0,1676,0,0,0,2440,0,0,1838,0,210,0,3077,0,0,0,0,0,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0,658,569,3161,0,0,0,387,406,0,204,0,0,211,0,0,0,0,0,0
46,MARENGO,ALABAMA,1,46,0,0,288,0,0,0,0,0,0,10102,0,0,0,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,549,4105,0,0,1363,0,0,0,244,88,0,244,0,0,241,0,0,0,0,0,0
47,MARION,ALABAMA,1,47,0,0,939,0,0,0,1812,1394,0,38,0,134,0,1514,0,0,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,MARSHALL,ALABAMA,1,48,0,0,177,0,0,0,53,0,0,120,0,555,0,3988,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,27,338,1960,0,0,0,45,0,0,55,0,0,0,0,0,0,0,0,0
49,MOBILE,ALABAMA,1,49,0,0,3760,0,0,0,151,0,0,13313,0,0,0,6668,0,0,0,0,0,421,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,6776,880,390,6412,0,0,0,2321,0,0,4057,0,0,14186,0,0,0,0,0,0
50,MONROE,ALABAMA,1,50,0,0,689,0,0,0,115,0,0,10046,0,102,0,1694,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799,1062,2138,0,275,0,0,0,164,0,0,15,0,0,2048,0,0,0,0,0,0
51,MONTGOMERY,ALABAMA,1,51,0,0,846,0,0,0,136,0,0,25867,0,113,0,7875,0,0,0,0,0,1220,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,4136,6935,736,259,6513,812,0,0,2240,0,0,1292,0,0,0,0,0,0,0,0,0
52,MORGAN/COTACO,ALABAMA,1,52,0,0,594,0,0,0,106,0,0,2143,0,107,0,5036,0,0,0,0,0,465,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,2239,374,4464,0,0,0,231,433,0,183,0,0,175,0,0,0,0,0,0
53,PERRY,ALABAMA,1,53,0,0,462,0,0,0,445,44,0,9462,0,0,0,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,1538,0,681,1006,0,0,0,309,0,0,146,0,0,0,0,0,0,0,0,0
54,PICKENS,ALABAMA,1,54,0,0,493,0,0,0,260,839,0,4520,0,79,0,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3880,0,2439,0,0,0,38,0,0,0,0,0,27,0,0,0,0,0,0
55,PIKE,ALABAMA,1,55,0,0,237,0,0,0,15,0,0,6249,0,262,0,3268,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,322,1020,0,851,588,0,0,60,0,0,66,0,0,25,0,0,0,0,0,0
56,RANDOLPH,ALABAMA,1,56,0,0,2195,0,0,0,0,0,0,2335,0,81,0,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,585,1090,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
57,RUSSELL,ALABAMA,1,57,0,0,275,0,0,0,0,0,0,7347,0,0,0,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3910,774,496,0,1006,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0
58,SHELBY,ALABAMA,1,59,0,0,319,0,0,0,0,439,0,4480,0,82,0,2971,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2824,0,0,50,1846,0,0,0,67,106,0,30,0,0,37,0,0,0,0,0,0
59,ST CLAIR,ALABAMA,1,58,0,0,389,0,0,0,0,119,0,1329,0,0,0,3833,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,192,220,1272,59,0,0,73,104,0,9,0,0,0,0,0,0,0,0,0
60,SUMTER,ALABAMA,1,60,0,0,43,0,0,0,463,0,0,11446,0,10,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2478,2149,123,441,70,0,0,399,0,0,10,0,0,0,0,0,0,0,0,0
61,TALLADEGA,ALABAMA,1,61,0,0,591,0,0,0,0,35,0,10550,0,50,0,4648,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,257,2023,441,3985,180,0,0,189,0,0,82,0,0,0,0,0,0,0,0,0
62,TALLAPOOSA,ALABAMA,1,62,0,0,462,0,0,0,0,0,0,1799,0,185,0,2737,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,180,234,2031,451,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0
63,TUSCALOOSA,ALABAMA,1,63,0,0,865,0,0,0,115,493,0,8613,0,46,0,7820,0,0,0,0,0,104,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,925,1580,3076,200,4913,0,0,0,1395,0,0,357,0,0,356,0,0,0,0,0,0
64,UNKNOWN COUNTY,ALABAMA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,WALKER,ALABAMA,1,64,0,0,1134,0,0,0,0,968,0,2499,0,53,0,3846,0,0,0,0,0,2206,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,249,190,774,400,2814,66,0,0,24,0,0,45,0,0,19,0,0,0,0,0,0
66,WASHINGTON,ALABAMA,1,65,0,0,247,0,0,0,0,0,0,1725,0,0,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,1140,300,0,1440,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0
67,WILCOX,ALABAMA,1,66,0,0,1915,0,0,0,399,0,0,6915,0,0,0,1004,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3733,1316,0,24,751,325,0,0,201,82,0,18,0,0,0,0,0,0,0,0,0
68,WINSTON/HANCOCK,ALABAMA,1,67,0,0,332,0,0,0,0,0,0,76,0,37,0,1969,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,279,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
69,APACHE,ARIZONA,4,1,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,70,0,0,5430,0,0,0,0,0,0
70,COCHISE,ARIZONA,4,2,0,0,548,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,295,0,0,0,0,474,0,726,0,0,7395,0,0,0,0,0,0
71,COCONINO,ARIZONA,4,3,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,277,0,193,0,0,3685,0,0,0,0,0,0
72,GILA,ARIZONA,4,4,0,0,537,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,188,0,0,0,0,358,0,200,0,0,5919,0,0,0,0,0,0
73,GRAHAM,ARIZONA,4,5,0,0,57,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,27,0,0,1725,0,0,0,0,0,0
74,GREENLEE,ARIZONA,4,6,0,0,64,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,76,0,90,0,0,2580,0,0,0,0,0,0
75,MARICOPA,ARIZONA,4,7,0,0,9039,0,0,0,0,0,0,0,2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2847,0,0,0,0,0,0,0,0,0,0,0,0,6241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565,2318,0,0,0,0,2628,0,1462,0,0,20109,0,0,0,0,0,0
76,MOHAVE,ARIZONA,4,8,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,85,0,0,208,0,0,0,0,0,0
77,NAVAJO,ARIZONA,4,9,0,0,1998,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,3732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,23,0,157,0,0,3702,0,0,0,0,0,0
78,PIMA,ARIZONA,4,10,0,0,2466,0,0,0,0,0,0,0,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,896,0,0,0,0,1207,0,414,0,0,22345,0,0,0,0,0,0
