CaseID$,CNTYNAME,STATE,FIPST,FIPCNT,ADVCHBD,SEVADV,ALLOTHER,AMERBAPA,ARMENIAN,ASSEMBGD,CPRIMBAP,FREEWBAP,GENBAP,NEGROBAP,NBAPT,PRIMBAP,REGBAP,SOUTHBAP,UNITBAP,UNBAPAM,DUNKCON,DUNKPROG,BUDDHIST,CHCHRIST,CHCHRSCI,CHGOD,CHGODCH,CHGODNA,NAZARENE,CHBRETH,CONGREG,DISCIPLE,EASTORTH,RUSSORTH,EVANREF,EVANCHR,EVANCONG,EVANAUG,EVANUNIT,FEDERATE,FRIENFOU,FRIENORT,GRKORTHH,JEWISH,CJCLDS,LDSREORG,LUTHAMER,LUTHAUG,LUTHSOUM,LUTHFREE,LUTHWISC,LUTHNORW,LUTHMO,LUTHUNDA,LUTHUNIT,LUTHUNAM,MENNON,AME,AMEZION,COLMETH,METHEPIS,METHEPS,METHPROT,POLISH,CUMBPRES,PRESBUS,PRESBUSA,UNITPRES,PROTEPIS,CHRREF,REFAMER,CATHOLIC,SALVARMY,SCANDEV,UNITAR,UNTBRCHR,UNIVER,REFEPISC
322,HIGHLANDS,FLORIDA,12,28,11,0,530,0,0,0,30,0,0,632,0,0,0,468,0,0,0,0,0,95,0,0,0,0,0,0,89,37,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,250,296,0,0,0,0,0,0,101,0,0,118,0,0,0,0,0,0
323,HILLSBOROUGH,FLORIDA,12,29,681,0,4514,0,0,0,1290,0,0,4286,0,0,0,9566,0,0,0,0,0,718,0,0,0,0,0,0,249,766,0,0,0,0,0,0,0,0,0,0,0,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,2261,340,0,1238,7433,0,0,0,2600,0,0,2243,0,0,23476,0,0,0,0,0,0
324,HOLMES,FLORIDA,12,30,0,0,719,0,0,0,0,0,0,142,0,0,0,1391,0,0,0,0,0,30,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,120,0,0,698,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
325,INDIAN RIVER,FLORIDA,12,31,0,0,345,0,0,0,26,0,0,702,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,90,273,0,0,0,0,0,0,40,0,0,120,0,0,0,0,0,0
326,JACKSON,FLORIDA,12,32,42,0,2134,0,0,0,0,0,0,1506,0,0,0,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103,135,0,0,1359,0,0,0,95,0,0,155,0,0,0,0,0,0,0,0,0
327,JEFFERSON,FLORIDA,12,33,0,0,39,0,0,0,182,0,0,3755,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1459,0,0,0,443,0,0,0,0,0,0,62,0,0,14,0,0,0,0,0,0
328,LAFAYETTE,FLORIDA,12,34,45,0,132,0,0,0,0,0,0,81,0,0,0,460,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,LAKE,FLORIDA,12,35,18,0,454,0,0,0,217,0,0,3928,0,0,0,1460,0,0,0,0,0,105,0,0,0,0,0,0,141,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,20,0,212,1652,0,0,0,310,368,0,483,0,0,278,0,0,0,0,0,0
330,LEE,FLORIDA,12,36,92,0,434,0,0,0,65,0,0,610,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,64,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,125,0,104,1210,0,0,0,0,358,0,224,0,0,265,0,0,0,0,0,0
331,LEON,FLORIDA,12,37,25,0,350,0,0,0,2214,0,0,3262,0,0,0,1566,0,0,0,0,0,42,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,160,0,0,1661,0,0,0,0,0,0,55,0,0,226,0,0,0,0,0,0
332,LEVY,FLORIDA,12,38,0,0,151,0,0,0,25,0,0,2599,0,0,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,132,205,0,0,0,103,0,0,36,0,0,0,0,0,0,0,0,0
333,LIBERTY,FLORIDA,12,39,0,0,131,0,0,0,0,0,0,418,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
334,MADISON,FLORIDA,12,40,17,0,842,0,0,0,131,0,0,2843,0,0,0,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,0,0,0,418,0,0,0,123,0,0,17,0,0,8,0,0,0,0,0,0
335,MANATEE,FLORIDA,12,41,141,0,322,0,0,0,135,0,0,1472,0,0,0,1156,0,0,0,0,0,169,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,0,187,200,0,0,0,545,268,0,332,0,0,130,0,0,0,0,0,0
336,MARION,FLORIDA,12,42,125,0,244,0,0,0,204,0,0,6608,0,0,0,1748,0,0,0,0,0,59,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,150,0,268,1184,0,0,0,331,114,0,354,0,0,240,0,0,0,0,0,0
337,MARTIN,FLORIDA,12,43,0,0,67,0,0,0,0,0,0,551,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,183,0,0,0,0,93,0,53,0,0,75,0,0,0,0,0,0
338,MONROE,FLORIDA,12,44,10,0,163,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,110,650,0,30,615,0,0,0,185,0,0,545,0,0,700,0,0,0,0,0,0
339,NASSAU,FLORIDA,12,45,0,0,108,0,0,0,0,0,0,1593,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,141,0,0,0,112,0,0,32,0,0,217,0,0,0,0,0,0
340,OKALOOSA,FLORIDA,12,46,0,0,266,0,0,0,0,0,0,297,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,50,0,0,0,0,0,0,126,0,0,24,0,0,31,0,0,0,0,0,0
341,OKEECHOBEE,FLORIDA,12,47,48,0,96,0,0,0,29,0,0,67,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,242,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
342,ORANGE/MOSQUITO,FLORIDA,12,48,518,0,1877,0,0,0,110,0,0,4423,0,0,0,1556,0,0,0,0,0,145,0,0,0,0,0,0,284,195,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,0,0,448,1254,0,0,0,1779,0,0,1384,0,0,1500,0,0,0,0,0,0
343,OSCEOLA,FLORIDA,12,49,59,0,42,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,260,0,0,370,0,0,0,0,272,0,85,0,0,131,0,0,0,0,0,0
344,PALM BEACH,FLORIDA,12,50,199,0,1750,0,0,0,186,0,0,4471,0,0,0,2791,0,0,0,0,0,0,0,0,0,0,0,0,654,246,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,152,0,999,1852,0,0,0,334,462,0,1452,0,0,3509,0,0,0,0,0,0
345,PASCO,FLORIDA,12,51,25,0,317,0,0,0,0,0,0,581,0,0,0,455,0,0,0,0,0,25,0,0,0,0,0,0,73,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,172,296,0,0,0,134,0,0,105,0,0,525,0,0,0,0,0,0
346,PINELLAS,FLORIDA,12,52,301,0,3733,0,0,0,602,0,0,2253,0,0,0,2961,0,0,0,0,0,794,0,0,0,0,0,0,476,694,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,293,0,2656,3227,0,0,0,2092,301,0,1177,0,0,2500,0,0,0,0,0,0
347,POLK,FLORIDA,12,53,147,0,2849,0,0,0,215,0,0,3186,0,0,0,6754,0,0,0,0,0,397,0,0,0,0,0,0,0,764,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1673,317,0,227,4764,0,0,0,1194,655,0,1290,0,0,1060,0,0,0,0,0,0
348,PUTNAM,FLORIDA,12,54,14,0,194,0,0,0,71,0,0,2587,0,0,0,1259,0,0,0,0,0,0,0,0,0,0,0,0,84,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,20,0,88,86,0,0,0,189,299,0,497,0,0,284,0,0,0,0,0,0
349,SANTA ROSA,FLORIDA,12,57,0,0,569,0,0,0,0,0,0,569,0,0,0,623,0,0,0,0,0,90,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,291,0,0,337,0,0,0,0,0,0,40,0,0,17,0,0,0,0,0,0
350,SARASOTA,FLORIDA,12,58,37,0,238,0,0,0,30,0,0,415,0,0,0,906,0,0,0,0,0,142,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,343,125,0,0,559,0,0,0,363,38,0,451,0,0,310,0,0,0,0,0,0
351,SEMINOLE,FLORIDA,12,59,149,0,590,0,0,0,179,0,0,1745,0,0,0,1149,0,0,0,0,0,0,0,0,0,0,0,0,113,140,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,836,20,0,61,910,0,0,0,635,61,0,410,0,0,325,0,0,0,0,0,0
352,ST JOHNS,FLORIDA,12,55,44,0,282,0,0,0,0,0,0,1919,0,0,0,82,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,957,0,0,839,535,0,0,0,0,499,0,594,0,0,1981,0,0,0,0,0,0
353,ST LUCIE,FLORIDA,12,56,0,0,123,0,0,0,65,0,0,1531,0,0,0,875,0,0,0,0,0,40,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,36,0,0,0,0,0,416,0,513,0,0,550,0,0,0,0,0,0
354,SUMTER,FLORIDA,12,60,0,0,379,0,0,0,60,0,0,1176,0,0,0,519,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,20,0,0,502,0,0,0,93,34,0,0,0,0,0,0,0,0,0,0,0
355,SUWANNEE,FLORIDA,12,61,674,0,805,0,0,0,60,0,0,1222,0,0,0,1257,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,0,0,0,490,0,0,0,56,0,0,99,0,0,16,0,0,0,0,0,0
356,TAYLOR,FLORIDA,12,62,0,0,472,0,0,0,75,0,0,1782,0,0,0,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,397,0,0,0,64,0,0,55,0,0,74,0,0,0,0,0,0
357,UNION,FLORIDA,12,63,0,0,135,0,0,0,0,0,0,629,0,0,0,522,0,0,0,0,0,40,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,UNKNOWN COUNTY,FLORIDA,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,VOLUSIA,FLORIDA,12,64,207,0,1069,0,0,0,334,0,0,3947,0,0,0,2757,0,0,0,0,0,261,0,0,0,0,0,0,493,400,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,226,0,1921,1337,0,0,0,630,71,0,1326,0,0,790,0,0,0,0,0,0
360,WAKULLA,FLORIDA,12,65,0,0,66,0,0,0,325,0,0,478,0,0,0,91,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,139,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
361,WALTON,FLORIDA,12,66,0,0,218,0,0,0,0,0,0,254,0,0,0,784,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,879,0,0,0,236,0,0,10,0,0,0,0,0,0,0,0,0
362,WASHINGTON,FLORIDA,12,67,0,0,661,0,0,0,0,0,0,249,0,0,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,104,0,0,1305,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0
363,APPLING,GEORGIA,13,1,0,0,160,0,0,0,0,207,0,1193,0,34,0,598,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,125,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,ATKINSON,GEORGIA,13,2,0,0,536,0,0,0,0,181,0,756,0,20,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,BACON,GEORGIA,13,3,0,0,226,0,0,0,0,278,0,365,0,0,0,391,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,BAKER,GEORGIA,13,4,0,0,52,0,0,0,0,410,0,1628,0,46,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,937,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
367,BALDWIN,GEORGIA,13,5,0,0,131,0,0,0,50,0,0,1793,0,0,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,0,300,0,1534,0,0,0,301,0,0,73,0,0,80,0,0,0,0,0,0
368,BANKS,GEORGIA,13,6,0,0,44,0,0,0,0,0,0,555,0,0,0,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,764,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0
369,BARROW,GEORGIA,13,7,0,0,304,0,0,0,0,0,0,986,0,0,0,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1079,0,75,1532,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
370,BARTOW/CASS,GEORGIA,13,8,0,0,216,0,0,0,0,0,0,2361,0,0,0,4318,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,0,264,38,1295,0,0,0,0,0,0,45,0,0,16,0,0,0,0,0,0
371,BEN HILL,GEORGIA,13,9,0,0,125,0,0,0,71,0,0,2395,0,79,0,1502,0,0,0,0,0,0,0,76,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,150,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,BERRIEN,GEORGIA,13,10,0,0,223,0,0,0,0,0,0,1152,0,125,0,232,0,0,0,0,0,0,0,29,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,33,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,BIBB,GEORGIA,13,11,0,0,1008,0,0,0,299,0,0,7901,0,257,0,8556,0,0,0,0,0,162,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,4570,0,1348,0,7515,0,0,0,1221,0,0,1326,0,0,1311,0,0,0,0,0,0
374,BLECKLEY,GEORGIA,13,12,0,0,31,0,0,0,0,40,0,1160,0,58,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,BRANTLEY,GEORGIA,13,13,0,0,163,0,0,0,0,0,0,512,0,298,0,442,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,BROOKS,GEORGIA,13,14,0,0,150,0,0,0,23,0,0,2754,0,157,0,1103,0,0,0,0,0,33,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062,0,209,0,920,0,0,0,89,0,0,18,0,0,0,0,0,0,0,0,0
377,BRYAN,GEORGIA,13,15,0,0,0,0,0,0,0,0,0,1322,0,115,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,378,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
378,BULLOCH,GEORGIA,13,16,0,0,63,0,0,0,72,0,0,4237,0,922,0,1915,0,0,0,0,0,0,0,35,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,194,531,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0
379,BURKE,GEORGIA,13,17,0,0,244,0,0,0,0,0,0,11111,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,495,360,506,1691,0,0,0,79,0,0,15,0,0,0,0,0,0,0,0,0
380,BUTTS,GEORGIA,13,18,0,0,227,0,0,0,26,0,0,2722,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,158,0,705,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0
381,CALHOUN,GEORGIA,13,19,0,0,310,0,0,0,116,187,0,2397,0,80,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,0,134,0,424,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
382,CAMDEN,GEORGIA,13,20,0,0,0,0,0,0,0,0,0,1676,0,0,0,294,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,302,508,0,0,0,50,0,0,41,0,0,5,0,0,0,0,0,0
383,CAMPBELL,GEORGIA,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,CANDLER,GEORGIA,13,21,0,0,0,0,0,0,17,16,0,967,0,392,0,477,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
385,CARROLL,GEORGIA,13,22,0,0,630,0,0,0,0,0,0,3987,0,53,0,3957,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,610,3082,0,0,0,60,0,0,10,0,0,0,0,0,0,0,0,0
386,CATOOSA,GEORGIA,13,23,0,0,28,0,0,0,0,0,0,94,0,0,0,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,460,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
387,CHARLTON,GEORGIA,13,24,0,0,0,0,0,0,0,46,0,259,0,65,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,23,260,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
388,CHATHAM,GEORGIA,13,25,0,0,2646,0,0,0,0,0,0,22780,0,242,0,4037,0,0,0,0,0,51,0,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,0,0,0,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,4912,0,726,404,4390,0,0,0,938,0,0,3658,0,0,6835,0,0,0,0,0,0
389,CHATTAHOOCHEE,GEORGIA,13,26,0,0,0,0,0,0,30,0,0,488,0,33,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,180,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,CHATTOOGA,GEORGIA,13,27,0,0,76,0,0,0,0,0,0,392,0,0,0,2319,0,0,0,0,0,362,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,188,1694,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0
391,CHEROKEE,GEORGIA,13,28,0,0,39,0,0,0,0,0,0,369,0,99,0,3948,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,1685,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
392,CLARKE,GEORGIA,13,29,0,0,243,0,0,0,10,0,0,3842,0,21,0,2545,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,912,97,132,0,549,0,0,0,1023,0,0,250,0,0,92,0,0,0,0,0,0
393,CLAY,GEORGIA,13,30,0,0,0,0,0,0,0,0,0,1214,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,CLAYTON,GEORGIA,13,31,0,0,0,0,0,0,0,0,0,1344,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,553,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0
395,CLINCH,GEORGIA,13,32,0,0,100,0,0,0,0,0,0,1012,0,57,0,138,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,COBB,GEORGIA,13,33,0,0,209,0,0,0,6,0,0,3148,0,56,0,3966,0,0,0,0,0,106,0,70,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,40,246,2660,0,0,0,730,0,0,336,0,0,56,0,0,0,0,0,0
397,COFFEE,GEORGIA,13,34,0,0,495,0,0,0,11,45,0,1016,0,123,0,1422,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,20,89,0,1202,0,0,0,55,0,0,0,0,0,400,0,0,0,0,0,0
398,COLQUITT,GEORGIA,13,35,0,0,332,0,0,0,11,65,0,2444,0,191,0,1898,0,0,0,0,0,34,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,254,0,1808,0,0,0,357,0,0,11,0,0,0,0,0,0,0,0,0
399,COLUMBIA,GEORGIA,13,36,0,0,0,0,0,0,0,0,0,4714,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,86,0,808,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0
400,COOK,GEORGIA,13,37,0,0,160,0,0,0,0,27,0,779,0,203,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,4,390,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
